Income_source,Savings_habits,Borrowing_status,Financial_education,Age,Gender,Marital_status,Educational_level,Geographic_location,NIDA_number,Smartphone_ownership,has_bank_account
piece workcasual labor,yes,no,False,27,male,marriedliving together,no formal education,rural,no,no,one account
piece workcasual labor,no,no,False,32,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,no,no,False,19,female,marriedliving together,no formal education,rural,no,no,one account
dependents,no,no,False,80,female,widowed,no formal education,rural,no,no,one account
farmers and fishers,yes,yes,False,47,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,yes,no,False,27,male,marriedliving together,no formal education,rural,yes,no,one account
farmers and fishers,no,no,False,20,male,singlenever married,no formal education,rural,no,no,one account
farmers and fishers,yes,no,True,38,male,marriedliving together,primary completed,rural,yes,no,one account
farmers and fishers,no,no,False,44,male,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,48,male,marriedliving together,some primary,rural,no,no,one account
piece workcasual labor,no,no,False,42,male,marriedliving together,some primary,rural,no,no,one account
farmers and fishers,no,no,False,24,female,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,61,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,yes,no,False,21,female,marriedliving together,some primary,rural,no,no,one account
dependents,no,yes,False,17,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,no,yes,False,41,male,divorcedseparated,primary completed,rural,no,no,one account
dependents,yes,yes,False,18,female,singlenever married,secondary competedo level,rural,no,no,one account
piece workcasual labor,no,no,False,18,male,singlenever married,primary completed,rural,no,no,one account
piece workcasual labor,yes,no,False,22,female,marriedliving together,primary completed,rural,no,no,one account
traders  nonagricultural,yes,no,False,52,female,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,no,no,False,32,male,singlenever married,no formal education,rural,no,no,one account
farmers and fishers,no,no,False,63,male,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,no,no,False,47,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,yes,no,False,28,male,marriedliving together,no formal education,rural,yes,no,one account
piece workcasual labor,no,yes,False,20,female,marriedliving together,secondary competedo level,rural,no,no,one account
farmers and fishers,no,no,False,34,female,marriedliving together,no formal education,rural,no,no,one account
piece workcasual labor,yes,no,False,61,male,divorcedseparated,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,48,female,marriedliving together,no formal education,rural,no,no,one account
piece workcasual labor,yes,no,False,25,male,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,no,no,False,20,female,marriedliving together,no formal education,rural,no,no,one account
informal sector salaried,no,no,False,25,male,singlenever married,no formal education,rural,no,no,one account
piece workcasual labor,yes,no,False,27,male,divorcedseparated,primary completed,rural,no,no,one account
dependents,no,no,False,27,female,marriedliving together,primary completed,rural,no,no,one account
traders  agricultural products,no,yes,False,28,female,marriedliving together,no formal education,rural,yes,no,one account
farmers and fishers,no,no,False,17,male,singlenever married,some primary,rural,no,no,one account
dependents,yes,no,False,20,female,marriedliving together,some primary,rural,no,no,one account
farmers and fishers,no,no,False,17,male,singlenever married,some primary,rural,no,no,one account
farmers and fishers,no,no,False,59,female,widowed,no formal education,rural,yes,no,one account
piece workcasual labor,no,no,False,33,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,yes,no,False,17,male,singlenever married,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,26,female,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,no,no,False,65,male,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,70,female,divorcedseparated,primary completed,rural,no,no,one account
farmers and fishers,yes,yes,False,31,female,marriedliving together,primary completed,rural,yes,no,one account
farmers and fishers,no,no,False,41,female,marriedliving together,primary completed,rural,no,no,one account
piece workcasual labor,no,no,False,32,female,marriedliving together,some primary,rural,no,no,one account
farmers and fishers,no,no,False,63,female,singlenever married,primary completed,rural,no,no,one account
piece workcasual labor,yes,no,False,17,male,singlenever married,some secondary,rural,no,no,one account
farmers and fishers,no,no,False,38,female,marriedliving together,some primary,rural,no,no,one account
piece workcasual labor,no,no,False,68,male,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,no,no,False,48,female,divorcedseparated,some primary,rural,no,no,one account
farmers and fishers,yes,no,False,80,male,marriedliving together,no formal education,rural,no,no,one account
farmers and fishers,yes,yes,False,25,female,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,yes,False,22,male,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,73,female,marriedliving together,primary completed,rural,no,no,one account
farmers and fishers,yes,no,False,34,male,marriedliving together,primary completed,rural,yes,no,one account
piece workcasual labor,yes,no,False,19,male,singlenever married,no formal education,rural,no,no,one account
traders  nonagricultural,no,yes,False,20,female,marriedliving together,primary completed,rural,no,no,one account
piece workcasual labor,yes,yes,False,41,female,divorcedseparated,primary completed,rural,no,no,one account
farmers and fishers,yes,yes,False,24,female,marriedliving together,some primary,rural,no,no,one account
farmers and fishers,yes,no,True,41,male,singlenever married,primary completed,dar es salaam,no,no,one account
piece workcasual labor,yes,no,False,20,female,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,yes,no,False,89,female,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,no,False,38,male,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,22,female,marriedliving together,primary completed,other urban,no,no,one account
other,yes,no,False,20,female,marriedliving together,some secondary,other urban,no,no,one account
farmers and fishers,no,no,False,28,male,singlenever married,primary completed,other urban,no,no,one account
piece workcasual labor,no,no,False,55,male,marriedliving together,primary completed,other urban,no,no,one account
piece workcasual labor,no,no,False,69,male,widowed,some primary,other urban,no,no,one account
farmers and fishers,yes,no,False,77,male,widowed,no formal education,other urban,no,no,one account
farmers and fishers,no,no,False,37,female,divorcedseparated,no formal education,other urban,no,no,one account
dependents,no,no,False,17,male,singlenever married,primary completed,other urban,no,no,one account
piece workcasual labor,yes,yes,False,30,male,marriedliving together,primary completed,other urban,no,no,one account
farmers and fishers,yes,no,False,47,female,widowed,some primary,other urban,no,no,one account
piece workcasual labor,no,no,False,18,female,singlenever married,secondary competedo level,other urban,no,no,one account
piece workcasual labor,yes,yes,False,26,female,marriedliving together,secondary competedo level,other urban,no,no,one account
dependents,no,no,False,18,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,17,female,singlenever married,some secondary,other urban,no,no,one account
dependents,no,no,False,18,male,singlenever married,some secondary,other urban,no,no,one account
piece workcasual labor,yes,no,False,39,male,marriedliving together,some primary,other urban,no,no,one account
farmers and fishers,no,no,False,75,female,marriedliving together,some primary,other urban,no,no,one account
informal sector salaried,no,no,False,20,male,singlenever married,some primary,other urban,no,no,one account
piece workcasual labor,yes,yes,False,67,male,marriedliving together,primary completed,other urban,yes,no,one account
dependents,yes,no,False,17,male,singlenever married,some secondary,other urban,no,no,one account
