age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
75,self-emp-not-inc,10,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,30,united-states,0
55,private,7,widowed,handlers-cleaners,unmarried,white,female,0,0,40,united-states,0
24,unknown,10,never-married,unknown,own-child,white,male,0,0,20,united-states,0
45,private,10,divorced,craft-repair,not-in-family,white,male,27828,0,56,united-states,1
31,private,9,never-married,other-service,own-child,white,male,0,0,24,united-states,0
49,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
26,local-gov,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
61,private,14,married-civ-spouse,sales,husband,white,male,3103,0,50,united-states,0
44,private,14,married-civ-spouse,adm-clerical,husband,white,male,3908,0,50,united-states,0
28,local-gov,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
79,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,1
51,private,9,divorced,other-service,other-relative,black,female,0,0,30,united-states,0
44,self-emp-inc,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,0
24,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,0
46,self-emp-inc,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
36,private,9,widowed,other-service,unmarried,asian-pac-islander,female,0,0,20,united-states,0
23,private,8,never-married,other-service,not-in-family,white,female,0,0,38,united-states,0
25,private,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,0
48,private,10,married-civ-spouse,sales,husband,black,male,0,0,8,united-states,0
18,private,7,never-married,other-service,other-relative,black,female,0,0,24,united-states,0
25,private,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,0
19,private,9,never-married,transport-moving,own-child,white,male,2176,0,45,united-states,0
26,unknown,13,married-civ-spouse,unknown,husband,white,male,0,2002,40,united-states,0
33,private,9,never-married,adm-clerical,own-child,white,male,0,0,35,united-states,0
42,private,9,divorced,other-service,unmarried,white,female,0,0,40,united-states,0
22,private,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
36,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
33,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
34,self-emp-not-inc,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,0
33,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,0
62,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,15,united-states,1
30,private,10,never-married,exec-managerial,own-child,black,female,0,0,40,united-states,0
22,private,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
34,private,11,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
43,private,9,widowed,machine-op-inspct,unmarried,white,female,0,0,60,united-states,0
25,private,13,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
35,private,9,widowed,other-service,own-child,white,female,0,0,40,united-states,0
28,private,12,never-married,other-service,not-in-family,black,female,0,0,40,united-states,0
28,private,10,divorced,sales,unmarried,white,female,0,0,45,united-states,0
25,private,9,never-married,handlers-cleaners,unmarried,black,female,0,0,25,united-states,0
40,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
35,private,5,married-civ-spouse,craft-repair,husband,other,male,0,0,40,mexico,0
48,self-emp-not-inc,4,never-married,farming-fishing,not-in-family,white,male,0,0,50,united-states,0
63,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,2290,0,20,united-states,0
31,private,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,1
36,private,12,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
39,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
24,private,9,never-married,other-service,own-child,black,female,0,0,40,united-states,0
32,local-gov,13,never-married,prof-specialty,not-in-family,white,male,0,0,35,united-states,0
46,private,1,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,mexico,0
19,private,9,never-married,sales,own-child,white,male,0,0,35,united-states,0
30,private,10,never-married,tech-support,not-in-family,asian-pac-islander,male,0,0,40,united-states,0
35,private,11,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
23,unknown,13,never-married,unknown,not-in-family,white,male,0,0,55,united-states,0
33,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,55,united-states,0
25,private,9,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,0
64,local-gov,9,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,35,united-states,1
18,private,9,never-married,other-service,own-child,asian-pac-islander,female,0,0,20,united-states,0
59,private,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
45,state-gov,9,divorced,protective-serv,unmarried,black,female,0,0,40,united-states,0
30,private,16,never-married,prof-specialty,not-in-family,white,female,0,0,15,united-states,0
24,private,3,never-married,machine-op-inspct,other-relative,white,female,0,0,40,mexico,0
22,private,9,never-married,other-service,unmarried,white,female,0,0,35,united-states,0
49,self-emp-inc,10,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,56,united-states,1
35,private,8,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
48,local-gov,14,never-married,prof-specialty,unmarried,white,female,0,1380,40,united-states,0
18,private,8,never-married,sales,own-child,white,female,0,0,20,united-states,0
35,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
27,private,9,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,0
28,private,13,never-married,craft-repair,not-in-family,black,male,0,0,60,united-states,0
21,unknown,10,never-married,unknown,own-child,asian-pac-islander,male,0,0,40,taiwan,0
26,private,10,never-married,other-service,own-child,black,female,0,0,50,united-states,0
44,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,1848,40,united-states,1
39,private,9,separated,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,0
40,state-gov,13,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
70,self-emp-not-inc,13,married-civ-spouse,prof-specialty,husband,white,male,20051,0,35,united-states,1
34,private,14,never-married,exec-managerial,unmarried,white,female,0,0,50,united-states,0
34,private,12,divorced,adm-clerical,not-in-family,black,male,0,0,40,united-states,0
66,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,0
40,private,9,separated,transport-moving,unmarried,black,male,0,0,40,united-states,0
61,self-emp-not-inc,9,married-civ-spouse,exec-managerial,husband,white,male,0,1887,40,united-states,1
59,self-emp-not-inc,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
28,unknown,14,never-married,unknown,not-in-family,black,female,0,0,40,united-states,0
47,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,1
33,state-gov,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,1
18,private,7,never-married,other-service,other-relative,white,male,0,0,20,united-states,0
25,private,5,never-married,craft-repair,unmarried,white,male,914,0,40,united-states,0
22,private,10,never-married,adm-clerical,not-in-family,white,male,0,0,20,united-states,0
40,local-gov,13,married-civ-spouse,protective-serv,husband,black,male,0,0,40,united-states,1
68,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,25,united-states,0
30,private,12,divorced,adm-clerical,own-child,white,female,0,1762,40,united-states,0
73,self-emp-not-inc,4,married-civ-spouse,farming-fishing,husband,white,male,6418,0,99,united-states,1
45,self-emp-not-inc,4,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,0
23,private,7,never-married,adm-clerical,unmarried,black,male,0,0,35,united-states,0
40,private,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,1
39,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,1
23,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
51,private,9,divorced,craft-repair,own-child,black,male,0,0,40,united-states,0
53,private,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,0
24,private,13,never-married,tech-support,not-in-family,white,male,0,0,35,united-states,0
53,private,13,divorced,exec-managerial,unmarried,white,male,0,0,40,united-states,0
49,self-emp-not-inc,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,0
34,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
37,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,47,united-states,0
40,state-gov,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
23,state-gov,10,never-married,prof-specialty,own-child,white,female,0,0,6,united-states,0
36,private,14,never-married,adm-clerical,not-in-family,white,male,13550,0,50,united-states,1
35,private,13,never-married,tech-support,not-in-family,asian-pac-islander,female,4650,0,40,united-states,0
53,federal-gov,13,divorced,exec-managerial,unmarried,black,female,0,0,50,united-states,1
42,local-gov,10,divorced,transport-moving,not-in-family,white,male,0,0,65,united-states,1
32,private,14,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,0
33,private,9,divorced,adm-clerical,own-child,other,female,0,0,65,united-states,0
59,private,9,never-married,craft-repair,not-in-family,black,male,0,0,60,united-states,0
36,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,44,united-states,0
37,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,cuba,1
31,private,10,never-married,sales,not-in-family,white,male,0,0,45,united-states,0
46,private,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,0
44,state-gov,13,never-married,prof-specialty,not-in-family,asian-pac-islander,female,0,0,38,united-states,0
27,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,1485,60,united-states,1
29,self-emp-not-inc,9,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,0
39,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
62,self-emp-not-inc,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,65,united-states,0
48,self-emp-not-inc,14,widowed,exec-managerial,unmarried,white,female,0,0,40,unknown,1
42,private,9,never-married,exec-managerial,unmarried,black,female,0,0,25,united-states,0
60,local-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,48,united-states,1
35,private,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,0
39,private,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
34,self-emp-inc,12,married-civ-spouse,adm-clerical,wife,white,female,0,0,36,united-states,0
22,private,10,never-married,adm-clerical,other-relative,black,male,0,0,22,united-states,0
18,unknown,9,widowed,unknown,own-child,white,male,0,0,40,united-states,0
44,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
44,state-gov,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
49,local-gov,13,divorced,exec-managerial,unmarried,white,female,0,625,40,united-states,0
21,private,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,50,united-states,0
49,private,11,never-married,sales,other-relative,black,male,0,0,40,unknown,0
52,private,7,separated,handlers-cleaners,unmarried,white,male,0,0,40,united-states,0
39,local-gov,13,married-civ-spouse,prof-specialty,husband,white,male,0,1887,40,united-states,1
23,private,13,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,0
54,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,49,united-states,0
31,private,9,divorced,other-service,not-in-family,white,female,0,0,25,united-states,0
30,state-gov,14,never-married,adm-clerical,not-in-family,black,female,0,0,20,united-states,0
21,private,10,never-married,sales,own-child,white,male,0,0,40,united-states,0
38,local-gov,13,married-civ-spouse,protective-serv,husband,asian-pac-islander,male,0,0,40,philippines,1
51,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,1
34,self-emp-not-inc,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
22,private,13,never-married,exec-managerial,unmarried,white,female,0,0,30,united-states,0
20,unknown,10,never-married,unknown,own-child,white,female,0,0,45,united-states,0
26,private,13,never-married,exec-managerial,not-in-family,white,male,0,1974,55,united-states,0
26,private,10,never-married,other-service,not-in-family,white,female,0,0,35,united-states,0
41,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
35,private,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
27,local-gov,10,never-married,transport-moving,own-child,white,male,0,0,40,united-states,0
65,private,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,0
31,private,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,65,mexico,0
45,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,1
37,self-emp-not-inc,12,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,1
47,private,9,married-civ-spouse,transport-moving,husband,white,male,0,1887,45,united-states,1
47,self-emp-inc,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
33,private,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
